trial,n_sources,n_dir,cleared,dir_cleared,remaining,time_s,walk_m,measures,replans,steps,cover_visits,stop_reason,final_mean_mass,station_silent,probe_silent,wall_s,left
879,16,8,16,8,0,6352.42,21782.1,320,57,57,17,certificate,0.00000,0,0,29.403,
880,12,6,12,6,0,5908.32,21316.6,265,40,40,19,epsilon,0.00248,0,0,5.944,
881,12,4,12,4,0,7578.62,28098.1,318,59,59,19,epsilon,0.00256,0,0,24.012,
882,13,4,13,4,0,5834.36,20751.8,270,39,39,19,epsilon,0.00256,0,0,29.771,
883,10,5,10,5,0,6380.29,22561.5,304,37,37,19,epsilon,0.00256,1,0,6.789,
884,16,10,16,10,0,6419.95,24269.8,249,49,49,16,certificate,0.00000,2,0,34.068,
885,12,6,12,6,0,6820.07,24190.3,322,53,53,19,epsilon,0.00253,0,0,25.520,
886,12,4,12,4,0,6234.20,22986.0,264,40,40,19,epsilon,0.00256,0,0,6.480,
887,15,7,15,7,0,7203.90,27384.5,279,69,69,19,epsilon,0.00256,0,0,38.561,
888,14,5,14,5,0,6725.70,24798.5,283,56,56,19,epsilon,0.00252,1,0,17.354,
889,13,7,13,7,0,6827.94,25159.7,290,48,48,19,epsilon,0.00250,0,0,15.616,
890,10,6,10,6,0,6411.12,22400.6,315,49,49,19,epsilon,0.00256,0,0,12.701,
891,16,7,16,7,0,7377.12,27265.6,311,73,73,17,certificate,0.00000,1,0,44.524,
892,15,4,15,4,0,6465.01,23770.1,274,55,55,19,epsilon,0.00250,0,0,17.216,
893,11,3,11,3,0,5808.81,20059.1,291,39,39,19,epsilon,0.00253,0,0,7.065,
894,10,5,10,5,0,6480.72,21678.6,350,47,47,19,epsilon,0.00256,0,0,19.994,
895,15,6,15,6,0,6427.44,22142.2,322,52,52,19,epsilon,0.00256,0,0,23.128,
896,11,6,11,6,0,6514.44,23227.2,306,53,53,19,epsilon,0.00256,2,0,28.650,
897,12,10,12,10,0,6252.73,22828.7,272,43,43,19,epsilon,0.00256,0,0,12.065,
898,14,6,14,6,0,5794.42,21337.1,243,36,36,19,epsilon,0.00256,0,0,5.565,
899,15,4,15,4,0,6085.46,21222.3,295,45,45,19,epsilon,0.00250,0,0,12.308,
900,14,9,14,9,0,6059.46,22237.3,257,39,39,19,epsilon,0.00256,0,0,9.140,
901,15,10,15,10,0,6296.95,23434.8,257,45,45,19,epsilon,0.00240,1,0,17.775,
902,16,13,16,13,0,8345.81,29499.0,395,76,76,15,certificate,0.00000,1,0,77.468,
903,12,6,12,6,0,6637.69,23638.5,309,42,42,19,epsilon,0.00251,4,0,10.407,
904,15,7,15,7,0,6669.04,23795.2,307,48,48,19,epsilon,0.00250,0,0,14.234,
905,12,8,12,8,0,6043.27,21111.3,295,39,39,19,epsilon,0.00256,1,0,5.911,
906,15,9,15,9,0,6888.43,25152.2,299,53,53,19,epsilon,0.00263,0,0,19.230,
907,13,6,13,6,0,6880.08,25720.4,279,39,39,19,epsilon,0.00256,0,0,6.474,
908,14,9,14,9,0,7417.29,27896.4,297,51,51,19,epsilon,0.00247,0,0,37.093,
909,10,4,10,4,0,5811.19,20875.9,266,44,44,19,epsilon,0.00249,0,0,10.216,
910,14,8,14,8,0,6648.21,23981.0,299,49,49,19,epsilon,0.00256,0,0,16.109,
911,16,11,16,11,0,6419.74,24048.7,256,51,51,19,certificate,0.00000,0,0,15.904,
912,11,3,11,3,0,6148.01,22380.0,270,37,37,19,epsilon,0.00252,0,0,18.355,
913,16,9,16,9,0,5458.43,20402.2,218,43,43,14,certificate,0.00000,0,0,14.789,
914,10,6,10,6,0,6948.98,23689.9,361,56,56,19,epsilon,0.00249,0,0,22.264,
915,10,4,10,4,0,7710.46,26437.3,398,85,85,19,epsilon,0.00251,0,0,182.342,
916,16,8,16,8,0,5586.12,20315.6,240,40,40,16,certificate,0.00000,0,0,16.609,
917,16,6,16,6,0,5373.94,19904.7,221,47,47,4,certificate,0.00000,2,0,49.757,
918,16,8,16,8,0,7312.62,26053.1,338,71,71,17,certificate,0.00000,0,0,96.715,
919,15,7,15,7,0,7212.66,26553.3,307,73,73,19,epsilon,0.00251,0,0,107.302,
920,10,3,10,3,0,6092.88,20589.4,321,44,44,19,epsilon,0.00251,0,0,16.725,
921,16,8,16,8,0,7483.74,26173.7,362,79,79,15,certificate,0.00000,0,0,109.817,
922,16,8,16,8,0,6851.78,23248.9,356,62,62,14,certificate,0.00000,2,0,69.002,
923,12,9,12,9,0,8143.66,30938.3,320,62,62,19,epsilon,0.00249,12,0,12.280,
924,15,11,15,11,0,6608.28,24211.4,282,42,42,19,epsilon,0.00256,0,0,9.830,
925,13,5,13,5,0,8400.72,31428.6,344,73,73,19,epsilon,0.00256,1,0,67.931,
926,15,7,15,7,0,7253.48,25397.4,351,58,58,19,epsilon,0.00252,0,0,23.722,
927,12,5,12,5,0,6207.45,21917.3,295,44,44,19,epsilon,0.00253,0,0,18.574,
928,12,7,12,7,0,6545.35,23521.8,299,44,44,19,epsilon,0.00256,0,0,30.673,
929,11,3,11,3,0,6265.09,22900.4,273,46,46,19,epsilon,0.00253,0,0,13.075,
930,16,8,16,8,0,6849.67,24893.4,300,59,59,14,certificate,0.00000,16,0,35.811,
931,12,3,12,3,0,6760.39,22597.0,365,53,53,19,epsilon,0.00256,0,0,56.909,
932,11,5,11,5,0,6176.62,22283.1,280,53,53,19,epsilon,0.00256,0,0,14.105,
933,11,3,11,3,0,6146.34,22126.7,278,42,42,19,epsilon,0.00246,0,0,12.127,
934,14,8,14,8,0,7761.46,27042.3,383,64,64,19,epsilon,0.00248,2,0,27.250,
935,16,7,16,7,0,7586.36,26481.8,370,77,77,17,certificate,0.00000,0,0,72.299,
936,13,4,13,4,0,6747.69,24313.5,305,56,56,19,epsilon,0.00245,0,0,26.744,
937,12,5,12,5,0,6559.76,21658.8,362,50,50,19,epsilon,0.00250,0,0,19.232,
938,11,7,11,7,0,6516.05,22895.2,315,45,45,19,epsilon,0.00256,0,0,11.990,
939,10,2,10,2,0,5935.23,20451.1,300,41,41,19,epsilon,0.00256,0,0,12.927,
940,12,8,12,8,0,6397.23,23391.1,277,40,40,19,epsilon,0.00252,1,0,6.605,
941,16,7,16,7,0,7038.13,26185.6,289,66,66,11,certificate,0.00000,1,0,58.434,
942,11,4,11,4,0,7178.93,25974.6,323,52,52,19,epsilon,0.00253,1,0,15.349,
943,13,5,13,5,0,6338.53,23322.6,269,46,46,19,epsilon,0.00252,2,0,8.299,
944,11,6,11,6,0,8979.94,30719.7,465,79,79,19,epsilon,0.00256,0,1,140.258,
945,14,7,14,7,0,6941.90,25834.5,287,56,56,19,epsilon,0.00244,1,0,20.065,
946,11,4,11,4,0,6916.59,24952.9,318,65,65,19,epsilon,0.00265,0,0,43.604,
947,15,11,14,10,1,6224.57,22972.9,261,45,45,19,epsilon,0.00246,0,0,11.176,"[{""channel"": 18, ""x"": -1781.3, ""y"": -138.7, ""r"": 1276.0, ""phi_deg"": 182.5, ""rho"": 1786.7}]"
948,14,5,14,5,0,5895.31,21626.6,251,43,43,19,epsilon,0.00252,0,0,17.405,
949,15,11,15,11,0,7403.17,26880.9,328,66,66,19,epsilon,0.00250,2,0,34.304,
950,15,7,15,7,0,7019.08,25440.4,310,59,59,19,epsilon,0.00251,0,0,57.444,
951,15,10,15,10,0,6370.40,23167.0,278,47,47,19,epsilon,0.00250,0,0,10.399,
952,13,7,13,7,0,6286.79,22784.0,278,45,45,19,epsilon,0.00252,0,0,15.127,
953,11,9,11,9,0,7185.74,26708.7,303,63,63,19,epsilon,0.00253,0,0,25.309,
954,15,3,15,3,0,5578.90,20754.5,226,37,37,19,epsilon,0.00244,0,0,19.971,
955,14,4,14,4,0,5734.76,20348.8,266,42,42,19,epsilon,0.00247,0,0,11.457,
956,12,8,12,8,0,7638.72,26668.6,375,68,68,19,epsilon,0.00256,1,0,41.578,
957,14,6,14,6,0,7327.60,26653.0,322,62,62,19,epsilon,0.00247,0,0,32.674,
958,10,7,10,7,0,6392.45,22607.3,304,32,32,19,epsilon,0.00256,0,0,5.290,
959,15,9,15,9,0,6144.85,22654.2,257,45,45,19,epsilon,0.00256,1,0,15.622,
960,11,5,11,5,0,6585.05,22915.2,325,45,45,19,epsilon,0.00256,0,0,19.493,
961,11,5,11,5,0,6197.82,21704.1,301,44,44,19,epsilon,0.00251,0,0,9.549,
962,15,8,15,8,0,6980.69,25603.4,299,59,59,19,epsilon,0.00256,0,0,28.780,
963,13,7,13,7,0,6460.36,23826.8,272,48,48,19,epsilon,0.00253,0,0,14.794,
964,15,8,15,8,0,6836.52,25192.6,289,52,52,19,epsilon,0.00255,0,0,21.009,
965,14,5,14,5,0,6040.51,21252.5,288,47,47,19,epsilon,0.00256,0,0,11.242,
966,16,6,16,6,0,5767.62,20348.1,272,59,59,15,certificate,0.00000,1,0,30.069,
967,13,6,13,6,0,6185.66,21248.3,313,46,46,19,epsilon,0.00248,0,0,13.544,
968,16,8,16,8,0,7341.66,25368.3,366,65,65,18,certificate,0.00000,0,0,69.281,
969,15,9,15,9,0,6707.77,24793.8,280,50,50,19,epsilon,0.00256,0,0,21.000,
970,13,9,13,9,0,7365.81,26219.1,344,69,69,19,epsilon,0.00248,1,0,46.912,
971,14,9,14,9,0,6499.57,22322.8,329,55,55,19,epsilon,0.00249,0,0,29.667,
972,15,9,15,9,0,7397.92,26909.6,324,65,65,19,epsilon,0.00250,0,0,62.737,
973,12,11,12,11,0,6528.64,23388.2,300,50,50,19,epsilon,0.00256,0,0,20.501,
974,12,6,12,6,0,7154.54,25642.7,329,59,59,19,epsilon,0.00252,0,0,22.447,
975,14,5,14,5,0,5693.31,20821.5,244,48,48,19,epsilon,0.00250,1,0,11.796,
976,14,9,14,9,0,7195.28,26411.4,308,57,57,19,epsilon,0.00256,0,0,24.636,
977,11,7,11,7,0,6708.60,24138.0,305,51,51,19,epsilon,0.00253,0,0,29.357,
978,15,3,15,3,0,6432.96,23544.8,276,54,54,19,epsilon,0.00253,0,0,26.349,
979,11,4,11,4,0,6808.43,24127.2,322,52,52,19,epsilon,0.00250,0,0,26.682,
980,13,8,13,8,0,6715.33,24316.6,299,52,52,19,epsilon,0.00239,0,0,11.729,
981,16,5,16,5,0,5954.53,22987.6,214,43,43,17,certificate,0.00000,0,0,6.137,
982,14,8,14,8,0,6194.58,22752.9,263,43,43,19,epsilon,0.00249,1,0,11.256,
983,13,6,13,6,0,6485.01,23250.1,296,46,46,19,epsilon,0.00250,1,0,19.991,
984,12,8,12,8,0,6873.12,25040.6,302,55,55,19,epsilon,0.00256,0,0,25.643,
985,14,9,14,9,0,6633.53,24342.6,283,48,48,19,epsilon,0.00252,0,0,12.345,
986,13,5,13,5,0,6346.15,22600.8,295,54,54,19,epsilon,0.00256,0,0,26.766,
987,16,11,16,11,0,7275.48,27402.4,287,64,64,18,certificate,0.00000,1,0,43.269,
988,11,6,11,6,0,6299.73,21398.6,329,51,51,19,epsilon,0.00252,0,0,25.871,
989,12,6,12,6,0,6227.72,21763.6,305,46,46,19,epsilon,0.00254,0,0,9.353,
990,13,5,13,5,0,6029.49,21927.4,264,39,39,19,epsilon,0.00252,1,0,9.070,
991,12,8,12,8,0,6683.45,23292.3,328,54,54,19,epsilon,0.00250,0,0,18.009,
992,15,7,15,7,0,6301.88,21604.4,318,45,45,19,epsilon,0.00250,0,0,8.043,
993,15,7,15,7,0,6847.58,22927.9,364,54,54,19,epsilon,0.00254,0,1,39.911,
994,12,8,12,8,0,7400.59,25638.0,369,60,60,19,epsilon,0.00256,1,0,33.245,
995,16,9,16,9,0,6864.27,24681.3,311,58,58,17,certificate,0.00000,0,1,29.920,
996,14,6,14,6,0,7126.72,26708.6,287,48,48,19,epsilon,0.00256,0,0,22.228,
997,14,8,14,8,0,6622.96,24359.8,280,43,43,19,epsilon,0.00256,0,0,10.760,
998,13,5,13,5,0,6528.48,23772.4,289,55,55,19,epsilon,0.00252,1,0,17.996,
999,12,5,12,5,0,6415.25,22956.2,295,44,44,19,epsilon,0.00256,0,0,12.103,
